"/home/drh/Music/Mocedades - Eres Tu (Touch the Wind).mp3","Mocedades","Super Hits of the '70s: Have a Nice Day, Vol. 12","Eres Tu (Touch the Wind)"
"/home/drh/Music/Katy Perry - I Kissed A Girl.mp3","Katy Perry","Now 71","I Kissed A Girl"
"/home/drh/Music/Eric Clapton - Promises.mp3","Eric Clapton","Complete Clapton Disc 1","Promises"
"/home/drh/Music/Genesis - Turn It On Again.mp3","Genesis","Duke","Turn It On Again"
"/home/drh/Music/Kenny Chesney - No Shoes, No Shirt, No Problems.mp3","Kenny Chesney","No Shoes, No Shirt, No Problems","No Shoes, No Shirt, No Problems"
"/home/drh/Music/Little River Band - Lonesome Loser.mp3","Little River Band","First Under The Wire","Lonesome Loser"
"/home/drh/Music/Eagles - In the City.mp3","Eagles","The Long Run","In the City"
"/home/drh/Music/Billy Joel - Big Shot.mp3","Billy Joel","52nd Street","Big Shot"
"/home/drh/Music/Don McLean - Driedel.mp3","Don McLean","The Best of Don McLean [EMI 1988]","Driedel"
"/home/drh/Music/Lady Antebellum - She Is.mp3","Lady Antebellum","747","She Is"
"/home/drh/Music/Lady Gaga - Brown Eyes.mp3","Lady Gaga","The Fame [Bonus Track]","Brown Eyes"
"/home/drh/Music/Cheap Trick - I Want You To Want Me.mp3","Cheap Trick","American Anthems","I Want You To Want Me"
"/home/drh/Music/Ashley Tisdale - Suddenly.mp3","Ashley Tisdale","Headstrong","Suddenly"
"/home/drh/Music/Adele - Send My Love (To Your New Lover).mp3","Adele","25","Send My Love (To Your New Lover)"
"/home/drh/Music/Dan Fogelberg - Windows and Walls.mp3","Dan Fogelberg","Windows and Walls","Windows and Walls"
"/home/drh/Music/Rogue Traders - Throw Your Arms Around Me.mp3","Rogue Traders","Better In The Dark","Throw Your Arms Around Me"
"/home/drh/Music/Pink - You Make Me Sick.mp3","Pink","Can't Take Me Home","You Make Me Sick"
"/home/drh/Music/Julie London - Warm December.mp3","Julie London","Hip Holidays, Vol. 2","Warm December"
"/home/drh/Music/Air Supply - Every Woman In The World.mp3","Air Supply","Lost in Love","Every Woman In The World"
"/home/drh/Music/Ben Folds - Carrying Cathy.mp3","Ben Folds","Rockin' The Suburbs","Carrying Cathy"
"/home/drh/Music/Genesis - I Can't Dance.mp3","Genesis","Turn It On Again - The Hits","I Can't Dance"
"/home/drh/Music/Ray Charles - Here We Go Again.mp3","Ray Charles","Genius Loves Company","Here We Go Again"
"/home/drh/Music/Janis Joplin - Me And Bobby McGee.mp3","Janis Joplin","Janis Joplin's Greatest Hits","Me And Bobby McGee"
"/home/drh/Music/Orleans - If I Don't Have You.mp3","Orleans","Dance with Me: The Best of Orleans","If I Don't Have You"
"/home/drh/Music/Maynard Ferguson - Fantasy.mp3","Maynard Ferguson","Carnival","Fantasy"
"/home/drh/Music/Adele - Remedy.mp3","Adele","25","Remedy"
"/home/drh/Music/Ronnie McDowell - The King Is Gone.mp3","Ronnie McDowell","Super Hits of the '70s: Have a Nice Day, Vol. 24","The King Is Gone"
"/home/drh/Music/Jeff Wayne - Forever Autumn (album).mp3","Jeff Wayne","War of the Worlds","Forever Autumn (album)"
"/home/drh/Music/Reba McEntire - Take It Back.mp3","Reba McEntire","It's Your Call","Take It Back"
"/home/drh/Music/Katy Perry - I'm Still Breathing.mp3","Katy Perry","One Of The Boys","I'm Still Breathing"
"/home/drh/Music/Sweet - Fox on the Run.mp3","Sweet","Super Hits of the '70s: Have a Nice Day, Vol. 23","Fox on the Run"
"/home/drh/Music/Dale Roe - Ah Shut Uppa You Face.mp3","Dale Roe","Dale Roe's Greatest Hits","Shut Up Your Face"
"/home/drh/Music/Ian Matthews - Shake It.mp3","Ian Matthews","Stealin' Home","Shake It"
"/home/drh/Music/Judy Collins - Both Sides Now.mp3","Judy Collins","Wildflowers","Both Sides Now"
"/home/drh/Music/Don Ross - Ebon Coast.mp3","Don Ross","The Thing That Came From Somewhere","Ebon Coast"
"/home/drh/Music/Nelly - Hot In Here.mp3","Nelly","Nellyville","Hot in Herre (Album Version (Explicit)) [Explicit]"
"/home/drh/Music/Byrds - So You Want To Be A Rock Star.mp3","The Byrds","Greatest Hits (Expanded)","So You Want To Be A Rock Star"
"/home/drh/Music/Billy Eilish - bad guy.mp3","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","bad guy"
"/home/drh/Music/Maynard Ferguson - Newport.mp3","Maynard Ferguson","The Essential Maynard Ferguson Disc 1","Newport"
"/home/drh/Music/Three Days Grace - Never Too Late.mp3","Three Days Grace","One X","Never Too Late"
"/home/drh/Music/Downtown Fiction - Thanks for Nothing.mp3","The Downtown Fiction","Let's Be Animals","Thanks for Nothing"
"/home/drh/Music/Pure Prairie League - Let Me Love You Tonight.mp3","Pure Prairie League","Firin' Up","Let Me Love You Tonight"
"/home/drh/Music/Sugarland - Want To.mp3","Sugarland","Enjoy The Ride","Want To"
"/home/drh/Music/Daniela Andrade - La Vie En Rose.mp3","Daniela Andrade","La Vie En Rose","La Vie En Rose"
"/home/drh/Music/Train - If It's Love.mp3","Train","Save Me, San Francisco","If It's Love"
"/home/drh/Music/Nirvana - About A Girl.mp3","Nirvana","Bleach (Deluxe)","About A Girl"
"/home/drh/Music/Mannheim Steamroller - In dulci Jubilo.mp3","Mannheim Steamroller","A Fresh Aire Christmas","In dulci Jubilo"
"/home/drh/Music/Darius Rucker - Wagon Wheel.mp3","Darius Rucker","True Believers","Wagon Wheel"
"/home/drh/Music/Stereolab - Margerine Rock.mp3","Stereolab","Margerine Eclipse","Margerine Rock"
"/home/drh/Music/Jeff Lynne - Begin Communication.mp3","Jeff Lynne","Armchair Theatre","Begin Communication"
"/home/drh/Music/Korgis - If I Had You.mp3","Korgis"," ","If I Had You"
"/home/drh/Music/Supertramp - Just Another Nervous Wreck.mp3","Supertramp","Breakfast in America","Just Another Nervous Wreck"
"/home/drh/Music/Rolling Stones - As Tears Go By.mp3","The Rolling Stones","Hot Rocks (1964-1971) (Remastered)","As Tears Go By"
"/home/drh/Music/Gordon Lightfoot - Time In a Bottle.mp3","Gordon Lightfoot","Bad, Bad Leroy Brown & Other Favorites [CEMA]","Time In a Bottle"
"/home/drh/Music/Alabama - Deep River Woman.mp3","Lionel Richie","Dancing on the Ceiling","Deep River Woman"
"/home/drh/Music/Maynard Ferguson - Blue Birdland.mp3","Maynard Ferguson","The Essential Maynard Ferguson Disc 1","Blue Birdland"
"/home/drh/Music/Sawyer Brown - They Dont Understand.mp3","Sawyer Brown","Mission Temple Fireworks Stand","They Don't Understand"
"/home/drh/Music/Leblanc & Carr - Falling.mp3","Leblanc & Carr","Super Hits of the '70s: Have a Nice Day, Vol. 25","Falling"
"/home/drh/Music/Eden's Crush - Get Over Yourself (dance mix).mp3","Eden's Crush","Totally Dance","Get Over Yourself (Dance Mix)"
"/home/drh/Music/Steve Miller Band - Jungle Love.mp3","Steve Miller Band","Greatest Hits 1974-78","Jungle Love"
"/home/drh/Music/Rascals - Good Lovin (Single Version).mp3","The Young Rascals","The Young Rascals (US Release)","Good Lovin' (Single Version)"
"/home/drh/Music/Ben Folds - Annie Waits.mp3","Ben Folds","Rockin' The Suburbs","Annie Waits"
"/home/drh/Music/Los Lobos - La Bamba.mp3","Los Lobos","La Bamba Original Soundtrack","La Bamba"
"/home/drh/Music/Wynonna Judd - Only Love.mp3","Wynonna Judd","Tell Me Why","Only Love"
"/home/drh/Music/Ralph Materie - Dig That Crazy Santa Clause.mp3","Ralph Materie","Hip Holidays, Vol. 2","Dig That Crazy Santa Clause"
"/home/drh/Music/Pink - Fingers.mp3","Pink","I'm Not Dead","Fingers"
"/home/drh/Music/3Ds - The Riddling Knight.mp3","The 3-D's","The D's Poetry Album","The Riddling Knight"
"/home/drh/Music/Lionel Richie - You Are.mp3","Lionel Richie","Lionel Richie","You Are"
"/home/drh/Music/Toto - Rosanna.mp3","Toto","American Anthems","Rosanna"
"/home/drh/Music/Jellyfish - Baby's Coming Back.mp3","Jellyfish","American Anthems","Baby's Coming Back"
"/home/drh/Music/Austin Roberts - Rocky.mp3","Austin Roberts","Super Hits of the '70s: Have a Nice Day, Vol. 15","Rocky"
"/home/drh/Music/Marillion - Kayleigh.mp3","Marillion","Misplaced Childhood","Kayleigh"
"/home/drh/Music/Chuck Mangione - Doin' Everything With You.mp3","Chuck Mangione","Classics Volume 6","Doin' Everything With You"
"/home/drh/Music/Roberta Flack - Killing Me Softly With His Song.mp3","Roberta Flack","Killing Me Softly","Killing Me Softly With His Son"
"/home/drh/Music/James Taylor - Millworker.mp3","James Taylor","Flag","Millworker"
"/home/drh/Music/Rush - Different Strings.mp3","Rush","Permanent Waves","Different Strings"
"/home/drh/Music/Velvet Revolver - Set Me Free.mp3","Velvet Revolver","Hulk Soundtrack","Set Me Free"
"/home/drh/Music/Lady Antebellum - Generation Away.mp3","Lady Antebellum","Golden","Generation Away"
"/home/drh/Music/Saving Jane - Don't Stop.mp3","Saving Jane","Girl Next Door","Don't Stop"
"/home/drh/Music/Lonestar - My Front Porch Looking In.mp3","Lonestar","From There to Here: Greatest Hits","My Front Porch Looking In [#]"
"/home/drh/Music/Maynard Ferguson - Country Road.mp3","Maynard Ferguson","M.F. Horn/M.F. Horn 2/ M.F. Horn 3 Disc 1","Country Road"
"/home/drh/Music/Dan Fogelberg - Twins Theme.mp3","Dan Fogelberg; Tim Weisberg","Twin Sons of Different Mothers","Twins Theme"
"/home/drh/Music/Beatles - Something.mp3","Beatles","Abbey Road","Something"
"/home/drh/Music/Cat Stevens - Another Saturday Night.mp3","Cat Stevens","Greatest Hits","Another Saturday Night"
"/home/drh/Music/Alison Krauss - Windy City Rag.mp3","Alison Krauss","Two Highways","Windy City Rag"
"/home/drh/Music/Bruce Hornsby & the Range - The Way It is.mp3","Bruce Hornsby And The Range","American Anthems","The Way It is"
"/home/drh/Music/The Band Perry - Mother Like Mine.mp3","The Band Perry","Pioneer","Mother Like Mine"
"/home/drh/Music/Crosby Stills & Nash - Helpless.mp3","Crosby, Stills & Nash","So Far","Helpless"
"/home/drh/Music/Night Ranger - Don't Live Here Anymore.mp3","Night Ranger","High Road","Don't Live Here Anymore"
"/home/drh/Music/Smash Mouth - Hang On.mp3","Smash Mouth","All Star Smash Hits","Hang On"
"/home/drh/Music/Earl Scruggs - I Found Love.mp3","Earl Scruggs; Johnny Cash; Vince Gill","Earl Scruggs and Friends","I Found Love"
"/home/drh/Music/Ella Fitzgerald - This Love Of Mine.mp3","Ella Fitzgerald","Queen of Jazz","This Love Of Mine"
"/home/drh/Music/Ashley Tisdale - Be Good to Me.mp3","Ashley Tisdale","Headstrong","Be Good to Me"
"/home/drh/Music/Alan Jackson - (Who Says) You Can't Have It All.mp3","Alan Jackson","A Lot About Livin' (And a Little 'bout Love)","(Who Says) You Can't Have It All"
"/home/drh/Music/Sheryl Crow - All I Wanna Do.mp3","Sheryl Crow","Sheryl Crow","All I Wanna Do"
"/home/drh/Music/Ella Fitzgerald - Let's Call The Whole Thing Off.mp3","Ella Fitzgerald & Louis Armstr","Supper Club","Let's Call The Whole Thing Off"
"/home/drh/Music/Silverchair - Straight Lines.mp3","Silverchair","Young Modern","Straight Lines"
"/home/drh/Music/Karen Carpenter - Make Believe It's Your First Time.mp3","Karen Carpenter","Karen Carpenter","Make Believe It's Your First Time"
"/home/drh/Music/Shannon Noll - Drive.mp3","Shannon Noll","That's What I'm Talking About","Drive"
"/home/drh/Music/Diamond Rio - Mama Don't Forget To Pray For Me .mp3","Diamond Rio","Greatest Hits","Mama Don't Forget To Pray"
"/home/drh/Music/Christina Perri - Distance.mp3","Christina Perri","Lovestrong","Distance"
"/home/drh/Music/Captain & Tennille - Do That To Me One More Time.mp3","Captain & Tennille","Yesterdays","Do that to me one more time"
"/home/drh/Music/Cheyenne Kimball - Everything to Lose.mp3","Cheyenne Kimball","The Day Has Come","Everything to Lose"
"/home/drh/Music/Travis Tritt - T-R-O-U-B-L-E.mp3","Travis Tritt","t-r-o-u-b-l-e","T-R-O-U-B-L-E"
"/home/drh/Music/Ian Matthews - Standing Still.mp3","Ian Matthews","Walking A Changing Line","Standing Still"
"/home/drh/Music/Queen - A Kind Of Magic.mp3","Queen","Classic Queen","A Kind Of Magic"
"/home/drh/Music/Sing Street - The Riddle of the Model.mp3","Sing Street","Sing Street [Bonus Tracks] [Original Motion Picture Soundtrack]","The Riddle of the Model"
"/home/drh/Music/ACDC - Problem Child.mp3","AC/DC","Dirty Deeds Done Dirt Cheap","Problem Child"
"/home/drh/Music/Tim McGraw - The Trouble With Never.mp3","Tim McGraw","A Place In The Sun","The Trouble With Never"
"/home/drh/Music/Green Day - Coming Clean.mp3","Green Day","Dookie","Coming Clean"
"/home/drh/Music/Jason Aldean - Asphalt Cowboy.mp3","Jason Aldean","Jason Aldean","Asphalt Cowboy"
"/home/drh/Music/ELO - Rock N Roll is King.mp3","ELO","Secret Messages","Rock N Roll is King"
"/home/drh/Music/Gary Allan - It Aint The Whiskey.mp3","Gary Allan","Set You Free","It Ain't The Whiskey (Album Version)"
"/home/drh/Music/Billy Joel - Stiletto.mp3","Billy Joel","52nd Street","Stiletto"
"/home/drh/Music/Indigo Girls - Tangled Up In Blue.mp3","Indigo Girls","1200 Curfews (disc 1)","Tangled Up In Blue"
"/home/drh/Music/Vince Gill - Feels Like Love.mp3","Vince Gill","Let's Make Sure We Kiss Goodby","Feels Like Love"
"/home/drh/Music/Nerina Pallot - Idaho.mp3","Nerina Pallot","Fires","Idaho"
"/home/drh/Music/ELO - Showdown.mp3","ELO","On the Third Day","Showdown"
"/home/drh/Music/Sean Kingston - Theres Nothin.mp3","Sean Kingston","Sean Kingston","There's Nothin (featuring The DEY and Juelz Santana)"
"/home/drh/Music/Collin Raye - Big River.mp3","Collin Raye","In This Life","Big River"
"/home/drh/Music/Judist Priest - United.mp3","Judist Priest","British Steel","United"
"/home/drh/Music/Ashley Tisdale - It's Alright, It's OK.mp3","Ashley Tisdale","Guilty Pleasure","It's Alright, It's OK"
"/home/drh/Music/Shinedown - Sound of Madness.mp3","Shinedown","The Sound of Madness","Sound of Madness"
"/home/drh/Music/Darius Rucker - History in the Making.mp3","Darius Rucker","Learn to Live","History in the Making"
"/home/drh/Music/Anderson - Birthright.mp3","Anderson Bruford Wakeman Howe","Anderson, Bruford, Wakeman, Howe","Birthright"
"/home/drh/Music/Softies - Until You Tell.mp3","Softies","It's Love","Until You Tell"
"/home/drh/Music/Red Hot Chili Peppers - Suck My Kiss.mp3","Red Hot Chili Peppers","Blood Sugar Sex Magik","Suck My Kiss"
"/home/drh/Music/Eagles - Those Shoes.mp3","Eagles","The Long Run","Those Shoes"
"/home/drh/Music/LeAnn Rimes - O Holy Night.mp3","LeAnn Rimes","What A Wonderful World","O Holy Night"
"/home/drh/Music/Stealers Wheel - Star.mp3","Stealers Wheel","Super Hits of the '70s: Have a Nice Day, Vol. 12","Star"
"/home/drh/Music/Cincinnati Pops Orchestra - Caroling Fun (Medley).mp3","Cincinnati Pops Orchestra; Erich Kunzel; School For The Creative And Performing Arts Children's Choir","Christmastime Is Here","Caroling Fun (Medley)"
"/home/drh/Music/Paul Brandt - That Hurts.mp3","Paul Brandt","That's The Truth","That Hurts"
"/home/drh/Music/Celine Dion - It's All Coming Back To Me Now.mp3","Celine Dion","Falling Into You","It's All Coming Back To Me Now"
"/home/drh/Music/T-Pain - Can't Believe It.mp3","Lil Wayne; T-Pain","Happy Hour: The Greatest Hits","Can't Believe It"
"/home/drh/Music/Paul Anka - Puppy Love.mp3","Paul Anka","Five Decades Of Greatest Hits","Puppy Love"
"/home/drh/Music/Barenaked Ladies - Grade 9.mp3","Barenaked Ladies","Gordon","Grade 9"
"/home/drh/Music/Billy Joel - A Matter of Trust.mp3","Billy Joel","The Hits","A Matter of Trust"
"/home/drh/Music/Phish - Ocelot.mp3","Phish","Joy","Ocelot"
"/home/drh/Music/John Mellencamp - Small Town.mp3","John Mellencamp","Scarecrow","Small Town"
"/home/drh/Music/Cajun Playboys - Allons A Lafayette.mp3","Cajun Playboys","Best of Cajun / Zydeco: Super Cajun!","Allons A Lafayette"
"/home/drh/Music/Lee Ritenour - 68.mp3","Lee Ritenour's 6 String Theory","6 String Theory","""68"" [feat. Slash, Neal Schon, Steve Lukather]"
"/home/drh/Music/APP - The Raven.mp3","Alan Parsons Project","Tales Of Mystery And Imagination","The Raven"
"/home/drh/Music/Sara Evans - I Could Not Ask for More.mp3","Sara Evans","Greatest Hits","I Could Not Ask for More"
"/home/drh/Music/Smash Mouth - Defeat You.mp3","Smash Mouth","Astro Lounge","Defeat You"
"/home/drh/Music/Don Ross - Voyageur.mp3","Don Ross","Upright & Locked Position","Voyageur"
"/home/drh/Music/Supertramp - You Started Laughing (Live).mp3","Supertramp","Retrospectacle","You Started Laughing (Live)"
"/home/drh/Music/Suzanne Vega - Machine Ballerina.mp3","Suzanne Vega","Songs in Red and Gray","Machine Ballerina"
"/home/drh/Music/Aerosmith - Amazing.mp3","Aerosmith","Get a Grip","Amazing"
"/home/drh/Music/Stevie Wonder - Living For The City.mp3","Stevie Wonder","Innervisions","Living For The City"
"/home/drh/Music/Billy Joel - Zanzibar.mp3","Billy Joel","52nd Street","Zanzibar"
"/home/drh/Music/Rick Dees & His Cast of Idiots - Disco Duck.mp3","Rick Dees & His Cast of Idiots","Super Hits of the '70s: Have a Nice Day, Vol. 20","Disco Duck"
"/home/drh/Music/Delta Goodman - Believe Again.mp3","Delta Goodrem","Delta [Import Version]","Believe Again"
"/home/drh/Music/Replacements - Color Me Impressed.mp3","Replacements","Hootenanny","Color Me Impressed"
"/home/drh/Music/Styx - Lorelei.mp3","Styx","Equinox","Lorelei"
"/home/drh/Music/Andy Kim - Rock Me Gently.mp3","Andy Kim","Super Hits of the '70s: Have a Nice Day, Vol. 13","Rock Me Gently"
"/home/drh/Music/Nutcracker Suite  (Tchaikovsky).mp3","Tchaikovsky","Telarc Sampler Vol.1","Nutcracker Suite  (Tchaikovsky)"
"/home/drh/Music/Ten Years After - I'd Love to Change the World.mp3","Ten Years After","Super Hits of the '70s: Have a Nice Day, Vol. 16","I'd Love to Change the World"
"/home/drh/Music/Steam - Na, Na, Hey, Hey, Kiss Him Goodbye.mp3","Steam","Jock Rock vol. 1","Na, Na, Hey, Hey, Kiss Him Goodbye"
"/home/drh/Music/Kesha - Rainbow.mp3","Kesha","Rainbow [Explicit]","Rainbow"
"/home/drh/Music/Rolling Stones - Sympathy For The Devil.mp3","The Rolling Stones","Beggars Banquet","Sympathy For The Devil"
"/home/drh/Music/Alan Jackson - She's Got The Rythm.mp3","Alan Jackson","The Greatest Hits Collection","She's Got The Rythm (And I Got the Blues)"
"/home/drh/Music/Tori Amos - Welcome to England.mp3","Tori Amos","Abnormally Attracted to Sin [Deluxe Edition] Disc 1","Welcome to England"
"/home/drh/Music/Lady Antebellum - Get to Me.mp3","Lady Antebellum","Golden","Get to Me"
"/home/drh/Music/Stephanie Mills - Never Knew Love Like This Before.mp3","Stephanie Mills","Disco Fever Disc 1","Never Knew Love Like This Before"
"/home/drh/Music/Avril Lavigne - Everything Back But You.mp3","Avril Lavigne","The Best Damn Thing","Everything Back But You"
"/home/drh/Music/Five for Fighting - The Riddle.mp3","Five for Fighting","Playlist: The Very Best of Five for Fighting","The Riddle"
"/home/drh/Music/Chris Stapleton - I Was Wrong.mp3","Chris Stapleton","From A Room: Volume 1","I Was Wrong"
"/home/drh/Music/Bach Ave Maria.mp3","Bach","Classical Album","Ave Maria"
